,project.ZIP,PROJECT.NAME,AGENCY,project.CD,STATUS,artist.ZIP,project.START.date,FULL.1..amount,ART.contract..,art.contract.START,COMMUNITY.MEETING.date.s.,END.DATE,Hispanic..by.zip.code..2010,White..by.zip.code..2010,Black..by.zip.code..2010,Asian..by.zip.code..2010,Two.ore.more.races..by.zip.code..2010,American.Indian..by.zip.code..2010,Native.Hawaiin.or.Pacific.Islander...by.zip.code..2010,Age..25..by.zip.code..2010,Age.25.44..by.zip.code..2010,Age.45.64..by.zip.code..2010,Age..64..by.zip.code..2010,Median.Household.Income.2013.by.CD,X,X.1,median,pop
234,91402,Panorama Branch Library,Library,6,completed,90012,11/01/95,"$26,400","$26,400",11/01/95,02/23/93; 04/26/93,10/31/99,50328,28209,2166,9877,3037,491,78,28819,24018,14224,5073,47494,NA,NA,"44,460","69,817"
235,91402,Mid-Valley Intergenerational Center,Rec+Parks,6,active,90008,04/04/13,"$11,809","$9,683",04/04/13,,,50328,28209,2166,9877,3037,491,78,28819,24018,14224,5073,47494,NA,NA,"44,460","69,817"
236,91403,Sherman Oaks/East Valley Adult Center,Rec+Parks,4,completed,90039,08/09/07,"$85,000","$80,290",08/09/07,12/18/2008,08/08/10,2537,18645,1191,1741,1025,39,22,5121,9775,6063,3401,58888,NA,NA,"84,293","23,484"
237,91405,Van Nuys Field Service Building No. 3,DWP,2,completed,93003,01/11/04,"$45,000","$36,900",1/13/2004,07/06/04,8/17/07,30942,26715,2649,4119,2459,329,79,18942,18320,11364,4351,38674,NA,NA,"37,227","51,145"
238,91405,East Valley Animal Care & Service Center,Animal Services,6,completed,90024,1/30/2003,"$124,500","$102,000",1/30/2003,08/13/03,02/06/07,30942,26715,2649,4119,2459,329,79,18942,18320,11364,4351,47494,NA,NA,"37,227","51,145"
239,91405,Van Nuys Blvd. Bridge,BIP,6,completed,92104,6/18/1999,"$12,000","$12,000",6/18/1999,N/A,1/23/02,30942,26715,2649,4119,2459,329,79,18942,18320,11364,4351,47494,NA,NA,"37,227","51,145"
240,91406,Vanowen St. Bridge over Bull Creek,BIP,6,completed,90731,7/15/2002,"$8,820","$7,232",N/A,N/A,,28646,28887,2774,4035,2854,415,75,18452,18684,12020,4284,47494,NA,NA,"49,954","51,413"
241,91406,Pedlow Skate Park,Rec+Parks,6,completed,90291,06/10/03,"$10,000","$8,200",06/10/03,08/13/03,5/25/06,28646,28887,2774,4035,2854,415,75,18452,18684,12020,4284,47494,NA,NA,"49,954","51,413"
242,91406,Air Operations Facility,Fire,6,completed,91205,9/20/2011,"$232,096","$190,819",12/01/11,02/12/13,06/01/15,28646,28887,2774,4035,2854,415,75,18452,18684,12020,4284,47494,NA,NA,"49,954","51,413"
243,91411,Van Nuys Fire Station 39,Fire,6,active,90094,9/15/2014,"$100,000","$82,000",,,,12699,14277,1403,1591,1160,196,25,8059,9691,5448,2260,47494,NA,NA,"49,386","24,628"
244,91411,Delano Park Recreation Center,Rec+Parks,6,completed,90808,02/10/00,"$21,000","$17,000",02/10/00,10/26/00,5/20/05,12699,14277,1403,1591,1160,196,25,8059,9691,5448,2260,47494,NA,NA,"49,386","24,628"
245,91423,Van Nuys/Sherman Oaks Swimming Pool,Rec+Parks,4,completed,90039,12/01/97,"$20,000","$17,000",12/01/97,5/27/98,9/25/02,3714,24792,1601,1998,1300,86,33,7243,12666,8408,3959,58888,NA,NA,"75,759","30,991"
246,91423,Sherman Oaks Branch Library [#1],Library,4,completed,90042,01/08/01,"$20,000","$20,000",01/08/01,6/13/01,4/18/03,3714,24792,1601,1998,1300,86,33,7243,12666,8408,3959,58888,NA,NA,"75,759","30,991"
247,91423,Van Nuys/Sherman Oaks Gymnasium,Rec+Parks,4,completed,90045,9/26/2002,"$16,890","$13,850",9/26/2002,03/12/03,8/22/05,3714,24792,1601,1998,1300,86,33,7243,12666,8408,3959,58888,NA,NA,"75,759","30,991"
248,91436,Encino Fire Station No. 83,Fire,5,completed,94805,04/01/03,"$56,000","$56,000",04/01/03,n/a,,850,12627,300,742,521,148,9,3883,3544,4437,3111,64545,NA,NA,"1,29,616","14,372"
249,91601,North Hollywood Police Station,Police,2,completed,90731,04/01/92,"$182,000","$152,000",12/01/94,,03/01/97,16291,22025,2899,2493,1910,283,57,11214,16457,7953,2739,38674,NA,NA,"47,987","37,180"
250,91601,Tiara Street Intergenerational Center,Rec+Parks,2,completed,90660,8/17/2010,"$11,480","$9,500",11/17/2010,5/19/11,5/31/13,16291,22025,2899,2493,1910,283,57,11214,16457,7953,2739,38674,NA,NA,"47,987","37,180"
251,91601,North Hollywood Regional Branch Library,Library,2,completed,90035,7/26/2001,"$20,000","$20,000",7/26/2001,08/16/01,11/18/02,16291,22025,2899,2493,1910,283,57,11214,16457,7953,2739,38674,NA,NA,"47,987","37,180"
252,91604,Los Angeles Riverfront Park,Rec+Parks,2,completed,90086,11/08/02,"$58,800","$54,680",3/24/2003,08/20/2003,04/02/09,2471,24008,1194,1946,1153,80,26,6491,11667,8114,3901,38674,NA,NA,"92,632","29,034"
253,91604,Colfax Ave. Bridge over LA River,BIP,2,completed,92086,09/10/03,"$37,479","$10,000",N/A,6/28/06,,2471,24008,1194,1946,1153,80,26,6491,11667,8114,3901,38674,NA,NA,"92,632","29,034"
254,91604,Studio City Fire Station No. 78,Fire,2,completed,91304,8/17/2004,"$58,434","$50,000",8/17/2004,02/16/05;4/12/05,4/21/08,2471,24008,1194,1946,1153,80,26,6491,11667,8114,3901,38674,NA,NA,"92,632","29,034"
255,91604,Studio City Branch Library,Library,2,completed,90031,11/01/98,"$20,000","$20,000",11/01/98,12/09/98,5/17/01,2471,24008,1194,1946,1153,80,26,6491,11667,8114,3901,38674,NA,NA,"92,632","29,034"
256,91605,Victory Vineland Childcare Center,Rec+Parks,2,completed,91202,6/19/2001,"$15,448","$15,000",1/14/2003,04/09/04,6/28/05,35668,27562,1933,5525,2590,371,38,21686,19011,12784,4780,38674,NA,NA,"46,087","56,343"
257,91605,Valley Plaza Branch Library,Library,2,completed,91324,12/15/2000,"$20,000","$20,000",12/15/2000,03/12/01,10/27/04,35668,27562,1933,5525,2590,371,38,21686,19011,12784,4780,38674,NA,NA,"46,087","56,343"
